Timestamp,Price_USD
2026-01-28 18:02:04,89996
2026-01-29 02:57:42,87674
2026-01-29 02:57:46,87674
2026-01-29 02:57:48,87674
2026-01-29 03:00:04,87766
2026-01-29 03:44:17,87972
2026-01-29 03:50:31,87924
2026-01-29 04:00:05,87905
